date,customer_id,PK,product,issue_type,handling_time_seconds,agent_id,conversation_notes
2/22/2024,CUS_9378,CUS_9378-1,iPhone 15,Technical Support,703,Agent_018,"Cust called about screen issues. Says screen flickers constantly. Walked through removed recently installed apps. unresolved, customer satisfied with result."
2/22/2024,CUS_6891,CUS_6891-1,Galaxy S23,Technical Support,504,Agent_014,Incoming call - camera problems. Customer reported making clicking noise when opening app. Had them try force stopped and reinstalled camera app. Issue resolved but customer was unsatisfied.
2/23/2024,CUS_1235,CUS_1235-1,Galaxy S24,Technical Support,186,Agent_012,Incoming call - camera problems. Customer reported photos extremely blurry. Had them try force stopped and reinstalled camera app. Issue unresolved but customer was satisfied.
2/23/2024,CUS_3147,CUS_3147-1,Pixel 8,Technical Support,721,Agent_013,Incoming call - screen problems. Customer reported weird lines across display. Had them try reset touch calibration. Issue unresolved but customer was somewhat satisfied.
2/24/2024,CUS_7313,CUS_7313-1,Galaxy S24,Technical Support,270,Agent_002,"Cust called about battery issues. Says dies within an hour. Walked through disabled battery-heavy apps. escalated, customer somewhat satisfied with result."
2/24/2024,CUS_9466,CUS_9466-1,iPhone 15,Technical Support,878,Agent_014,screen related call. Customer experiencing half the screen not responding. Suggested checked for physical damage as per protocol. resolved. Customer feedback: satisfied.
2/24/2024,CUS_6379,CUS_6379-1,iPhone 15,Technical Support,330,Agent_003,Customer service call about screen. Main complaint: touch sensitivity issues. Walked them through adjusted touch sensitivity. Status: unresolved. Customer was unsatisfied with support.
2/25/2024,CUS_1334,CUS_1334-1,iPhone 15,Technical Support,501,Agent_002,Incoming call - screen problems. Customer reported ghost touches happening. Had them try tested different brightness levels. Issue partially resolved but customer was satisfied.
2/25/2024,CUS_4479,CUS_4479-1,iPhone 15,Technical Support,294,Agent_001,Customer service call about screen. Main complaint: screen flickers constantly. Walked them through adjusted touch sensitivity. Status: resolved. Customer was somewhat satisfied with support.
2/25/2024,CUS_4680,CUS_4680-1,iPhone 15,Technical Support,784,Agent_008,screen related call. Customer experiencing dead pixels spreading. Suggested updated display drivers as per protocol. escalated. Customer feedback: somewhat satisfied.
2/26/2024,CUS_1797,CUS_1797-1,iPhone 15,Technical Support,699,Agent_018,"Cust called about screen issues. Says half the screen not responding. Walked through tested in safe mode. partially resolved, customer unsatisfied with result."
2/27/2024,CUS_8928,CUS_8928-1,iPhone 15,Technical Support,580,Agent_002,"Cust called about screen issues. Says screen flickers constantly. Walked through checked for screen protector issues. resolved, customer unsatisfied with result."
2/27/2024,CUS_5105,CUS_5105-1,Galaxy S23,Technical Support,842,Agent_018,Customer service call about battery. Main complaint: shows incorrect battery percentage. Walked them through reset power management. Status: partially resolved. Customer was satisfied with support.
2/27/2024,CUS_6351,CUS_6351-1,iPhone 15,Technical Support,247,Agent_011,Customer reached out regarding screen not working properly - green tint appearing. Provided troubleshooting steps: tested in safe mode. resolved. Note: customer seemed somewhat satisfied.
2/28/2024,CUS_4853,CUS_4853-1,iPhone 15,Technical Support,145,Agent_005,Customer reached out regarding screen not working properly - half the screen not responding. Provided troubleshooting steps: checked for physical damage. unresolved. Note: customer seemed satisfied.
2/28/2024,CUS_4734,CUS_4734-1,iPhone 15,Technical Support,520,Agent_005,"Cust called about screen issues. Says screen flickers constantly. Walked through tested in safe mode. partially resolved, customer somewhat satisfied with result."
2/29/2024,CUS_5680,CUS_5680-1,iPhone 15,Technical Support,534,Agent_007,Customer reached out regarding screen not working properly - ghost touches happening. Provided troubleshooting steps: checked for screen protector issues. partially resolved. Note: customer seemed somewhat satisfied.
2/29/2024,CUS_8067,CUS_8067-1,iPhone 15,Technical Support,533,Agent_003,Customer service call about screen. Main complaint: touch sensitivity issues. Walked them through checked for screen protector issues. Status: unresolved. Customer was unsatisfied with support.
3/1/2024,CUS_1707,CUS_1707-1,iPhone 15,Technical Support,150,Agent_007,Incoming call - screen problems. Customer reported screen flickers constantly. Had them try tested in safe mode. Issue unresolved but customer was unsatisfied.
3/1/2024,CUS_8535,CUS_8535-1,iPhone 15,Technical Support,664,Agent_012,Customer service call about screen. Main complaint: touch really inconsistent. Walked them through updated display drivers. Status: resolved. Customer was satisfied with support.
3/2/2024,CUS_3788,CUS_3788-1,iPhone 15,Technical Support,724,Agent_005,"Cust called about screen issues. Says half the screen not responding. Walked through reset touch calibration. partially resolved, customer unsatisfied with result."
3/2/2024,CUS_9194,CUS_9194-1,iPhone 15,Technical Support,178,Agent_006,"Cust called about screen issues. Says ghost touches happening. Walked through updated display drivers. resolved, customer somewhat satisfied with result."
3/3/2024,CUS_2243,CUS_2243-1,Galaxy S24,Technical Support,654,Agent_014,Incoming call - camera problems. Customer reported making clicking noise when opening app. Had them try factory reset device. Issue resolved but customer was somewhat satisfied.
3/3/2024,CUS_2844,CUS_2844-1,iPhone 15,Technical Support,289,Agent_013,Customer reached out regarding screen not working properly - green tint appearing. Provided troubleshooting steps: adjusted touch sensitivity. resolved. Note: customer seemed somewhat satisfied.
3/3/2024,CUS_7796,CUS_7796-1,Galaxy S24,Technical Support,384,Agent_003,"Cust called about screen issues. Says half the screen not responding. Walked through tested in safe mode. unresolved, customer somewhat satisfied with result."
3/4/2024,CUS_5567,CUS_5567-1,iPhone 15,Technical Support,294,Agent_008,Incoming call - screen problems. Customer reported ghost touches happening. Had them try tested different brightness levels. Issue resolved but customer was somewhat satisfied.
3/5/2024,CUS_4023,CUS_4023-1,iPhone 15,Technical Support,754,Agent_005,Customer service call about screen. Main complaint: green tint appearing. Walked them through checked for physical damage. Status: partially resolved. Customer was somewhat satisfied with support.
3/5/2024,CUS_2798,CUS_2798-1,Galaxy S24,Technical Support,484,Agent_005,Customer reached out regarding screen not working properly - touch sensitivity issues. Provided troubleshooting steps: tested different brightness levels. unresolved. Note: customer seemed unsatisfied.
3/6/2024,CUS_8613,CUS_8613-1,iPhone 15,Technical Support,184,Agent_003,Incoming call - screen problems. Customer reported touch really inconsistent. Had them try adjusted touch sensitivity. Issue escalated but customer was unsatisfied.
3/6/2024,CUS_2455,CUS_2455-1,iPhone 14,Technical Support,821,Agent_004,Incoming call - camera problems. Customer reported flash not functioning. Had them try restored default camera config. Issue escalated but customer was satisfied.
3/6/2024,CUS_9377,CUS_9377-1,iPhone 15,Technical Support,128,Agent_016,screen related call. Customer experiencing ghost touches happening. Suggested removed recently installed apps as per protocol. partially resolved. Customer feedback: unsatisfied.
3/7/2024,CUS_5061,CUS_5061-1,iPhone 15,Technical Support,542,Agent_015,Customer reached out regarding screen not working properly - green tint appearing. Provided troubleshooting steps: adjusted touch sensitivity. escalated. Note: customer seemed somewhat satisfied.
3/7/2024,CUS_3585,CUS_3585-1,iPhone 15,Technical Support,134,Agent_009,"Cust called about screen issues. Says weird lines across display. Walked through adjusted touch sensitivity. unresolved, customer satisfied with result."
3/7/2024,CUS_3200,CUS_3200-1,iPhone 15,Technical Support,486,Agent_018,Incoming call - screen problems. Customer reported touch really inconsistent. Had them try checked for physical damage. Issue escalated but customer was unsatisfied.
3/8/2024,CUS_8284,CUS_8284-1,iPhone 15,Technical Support,698,Agent_003,"Cust called about screen issues. Says weird lines across display. Walked through removed recently installed apps. resolved, customer satisfied with result."
3/8/2024,CUS_1142,CUS_1142-1,iPhone 15,Technical Support,170,Agent_009,"Cust called about screen issues. Says dead pixels spreading. Walked through reset touch calibration. unresolved, customer unsatisfied with result."
3/9/2024,CUS_3253,CUS_3253-1,iPhone 15,Technical Support,317,Agent_008,screen related call. Customer experiencing screen flickers constantly. Suggested tested in safe mode as per protocol. resolved. Customer feedback: satisfied.
3/9/2024,CUS_1376,CUS_1376-1,iPhone 15,Technical Support,736,Agent_018,Customer reached out regarding screen not working properly - dead pixels spreading. Provided troubleshooting steps: updated display drivers. unresolved. Note: customer seemed unsatisfied.
3/10/2024,CUS_2523,CUS_2523-1,iPhone 15,Technical Support,550,Agent_003,Customer service call about screen. Main complaint: screen flickers constantly. Walked them through tested in safe mode. Status: resolved. Customer was satisfied with support.
3/10/2024,CUS_6239,CUS_6239-1,iPhone 15,Technical Support,812,Agent_002,Customer service call about screen. Main complaint: weird lines across display. Walked them through adjusted touch sensitivity. Status: partially resolved. Customer was somewhat satisfied with support.
3/11/2024,CUS_6687,CUS_6687-1,Galaxy S23,Technical Support,791,Agent_002,Customer reached out regarding screen not working properly - green tint appearing. Provided troubleshooting steps: checked for screen protector issues. unresolved. Note: customer seemed unsatisfied.
3/11/2024,CUS_6659,CUS_6659-1,iPhone 15,Technical Support,177,Agent_007,"Cust called about screen issues. Says screen flickers constantly. Walked through checked for screen protector issues. unresolved, customer somewhat satisfied with result."
3/11/2024,CUS_3602,CUS_3602-1,iPhone 15,Technical Support,873,Agent_011,screen related call. Customer experiencing weird lines across display. Suggested checked for physical damage as per protocol. resolved. Customer feedback: unsatisfied.
3/12/2024,CUS_3217,CUS_3217-1,Pixel 8,Technical Support,727,Agent_014,Incoming call - camera problems. Customer reported making clicking noise when opening app. Had them try checked for latest software updates. Issue resolved but customer was somewhat satisfied.
3/12/2024,CUS_5730,CUS_5730-1,Galaxy S23,Technical Support,483,Agent_001,Incoming call - screen problems. Customer reported dead pixels spreading. Had them try removed recently installed apps. Issue escalated but customer was unsatisfied.
3/13/2024,CUS_7372,CUS_7372-1,iPhone 15,Technical Support,300,Agent_013,Incoming call - screen problems. Customer reported ghost touches happening. Had them try tested in safe mode. Issue partially resolved but customer was somewhat satisfied.
3/14/2024,CUS_5848,CUS_5848-1,iPhone 15,Technical Support,595,Agent_013,Customer reached out regarding screen not working properly - screen flickers constantly. Provided troubleshooting steps: checked for physical damage. unresolved. Note: customer seemed unsatisfied.
3/14/2024,CUS_6682,CUS_6682-1,iPhone 15,Technical Support,746,Agent_019,"Cust called about screen issues. Says touch sensitivity issues. Walked through checked for screen protector issues. escalated, customer unsatisfied with result."
3/14/2024,CUS_6522,CUS_6522-1,iPhone 14,Technical Support,406,Agent_004,battery related call. Customer experiencing shows incorrect battery percentage. Suggested disabled location services as per protocol. partially resolved. Customer feedback: somewhat satisfied.
3/15/2024,CUS_8035,CUS_8035-1,iPhone 15,Technical Support,217,Agent_004,Customer reached out regarding screen not working properly - weird lines across display. Provided troubleshooting steps: reset touch calibration. resolved. Note: customer seemed satisfied.
3/16/2024,CUS_3773,CUS_3773-1,Pixel 8,Technical Support,276,Agent_010,Customer reached out regarding screen not working properly - dead pixels spreading. Provided troubleshooting steps: adjusted touch sensitivity. partially resolved. Note: customer seemed unsatisfied.
3/16/2024,CUS_6040,CUS_6040-1,iPhone 15,Technical Support,126,Agent_009,screen related call. Customer experiencing weird lines across display. Suggested updated display drivers as per protocol. partially resolved. Customer feedback: somewhat satisfied.
3/16/2024,CUS_6254,CUS_6254-1,Galaxy S24,Technical Support,779,Agent_003,"Cust called about camera issues. Says won't focus at all. Walked through disabled and re-enabled camera. unresolved, customer unsatisfied with result."
3/17/2024,CUS_3880,CUS_3880-1,iPhone 15,Technical Support,405,Agent_008,Customer reached out regarding screen not working properly - touch really inconsistent. Provided troubleshooting steps: tested in safe mode. partially resolved. Note: customer seemed satisfied.
3/17/2024,CUS_3534,CUS_3534-1,iPhone 15,Technical Support,674,Agent_002,Customer reached out regarding screen not working properly - touch sensitivity issues. Provided troubleshooting steps: reset touch calibration. unresolved. Note: customer seemed satisfied.
3/18/2024,CUS_7162,CUS_7162-1,Galaxy S23,Technical Support,742,Agent_013,"Cust called about battery issues. Says wireless charging not working. Walked through reset power management. partially resolved, customer satisfied with result."
3/19/2024,CUS_2613,CUS_2613-1,iPhone 15,Technical Support,279,Agent_005,"Cust called about screen issues. Says touch sensitivity issues. Walked through updated display drivers. escalated, customer unsatisfied with result."
3/19/2024,CUS_3624,CUS_3624-1,iPhone 15,Technical Support,160,Agent_006,screen related call. Customer experiencing touch sensitivity issues. Suggested tested in safe mode as per protocol. unresolved. Customer feedback: unsatisfied.
3/19/2024,CUS_2481,CUS_2481-1,iPhone 14,Technical Support,381,Agent_006,Customer service call about screen. Main complaint: dead pixels spreading. Walked them through tested in safe mode. Status: partially resolved. Customer was satisfied with support.
3/20/2024,CUS_5284,CUS_5284-1,Galaxy S23,Technical Support,823,Agent_003,camera related call. Customer experiencing flash not functioning. Suggested force stopped and reinstalled camera app as per protocol. escalated. Customer feedback: satisfied.
3/20/2024,CUS_6248,CUS_6248-1,iPhone 15,Technical Support,176,Agent_016,"Cust called about screen issues. Says weird lines across display. Walked through tested in safe mode. escalated, customer unsatisfied with result."
3/21/2024,CUS_8752,CUS_8752-1,iPhone 15,Technical Support,770,Agent_020,Customer service call about screen. Main complaint: screen flickers constantly. Walked them through removed recently installed apps. Status: partially resolved. Customer was unsatisfied with support.
3/21/2024,CUS_9679,CUS_9679-1,iPhone 15,Technical Support,153,Agent_008,battery related call. Customer experiencing shows incorrect battery percentage. Suggested reset power management as per protocol. resolved. Customer feedback: satisfied.
3/21/2024,CUS_3244,CUS_3244-1,iPhone 15,Technical Support,467,Agent_010,Incoming call - screen problems. Customer reported ghost touches happening. Had them try adjusted touch sensitivity. Issue unresolved but customer was satisfied.
3/22/2024,CUS_8695,CUS_8695-1,Pixel 8,Technical Support,197,Agent_001,Incoming call - screen problems. Customer reported half the screen not responding. Had them try tested in safe mode. Issue resolved but customer was unsatisfied.
3/22/2024,CUS_3305,CUS_3305-1,iPhone 14,Technical Support,847,Agent_004,"Cust called about camera issues. Says photos extremely blurry. Walked through checked for latest software updates. partially resolved, customer unsatisfied with result."
3/23/2024,CUS_1628,CUS_1628-1,Galaxy S24,Technical Support,812,Agent_017,Customer service call about camera. Main complaint: front camera not working. Walked them through force stopped and reinstalled camera app. Status: resolved. Customer was satisfied with support.
3/23/2024,CUS_8611,CUS_8611-1,iPhone 15,Technical Support,610,Agent_001,Incoming call - screen problems. Customer reported dead pixels spreading. Had them try checked for screen protector issues. Issue partially resolved but customer was satisfied.
3/23/2024,CUS_5977,CUS_5977-1,Pixel 8,Technical Support,518,Agent_018,"Cust called about camera issues. Says night mode not working. Walked through verified third-party app conflicts. partially resolved, customer somewhat satisfied with result."
3/24/2024,CUS_3043,CUS_3043-1,iPhone 15,Technical Support,436,Agent_010,screen related call. Customer experiencing touch really inconsistent. Suggested checked for physical damage as per protocol. resolved. Customer feedback: somewhat satisfied.
3/24/2024,CUS_5464,CUS_5464-1,iPhone 15,Technical Support,321,Agent_007,screen related call. Customer experiencing half the screen not responding. Suggested removed recently installed apps as per protocol. unresolved. Customer feedback: satisfied.
3/25/2024,CUS_2903,CUS_2903-1,Galaxy S23,Technical Support,641,Agent_001,Incoming call - battery problems. Customer reported shows incorrect battery percentage. Had them try checked charging patterns. Issue escalated but customer was unsatisfied.
3/25/2024,CUS_8997,CUS_8997-1,Galaxy S23,Technical Support,815,Agent_009,Incoming call - camera problems. Customer reported front camera not working. Had them try force stopped and reinstalled camera app. Issue partially resolved but customer was somewhat satisfied.
3/25/2024,CUS_9976,CUS_9976-1,iPhone 15,Technical Support,183,Agent_008,"Cust called about screen issues. Says dead pixels spreading. Walked through updated display drivers. unresolved, customer satisfied with result."
3/26/2024,CUS_3182,CUS_3182-1,iPhone 15,Technical Support,477,Agent_013,Incoming call - screen problems. Customer reported touch really inconsistent. Had them try adjusted touch sensitivity. Issue unresolved but customer was unsatisfied.
3/26/2024,CUS_8660,CUS_8660-1,iPhone 15,Technical Support,275,Agent_013,"Cust called about screen issues. Says touch sensitivity issues. Walked through reset touch calibration. unresolved, customer somewhat satisfied with result."
3/27/2024,CUS_5494,CUS_5494-1,iPhone 15,Technical Support,881,Agent_004,Customer service call about screen. Main complaint: screen flickers constantly. Walked them through tested different brightness levels. Status: resolved. Customer was somewhat satisfied with support.
3/27/2024,CUS_1757,CUS_1757-1,iPhone 15,Technical Support,362,Agent_017,Incoming call - screen problems. Customer reported dead pixels spreading. Had them try updated display drivers. Issue escalated but customer was somewhat satisfied.
3/27/2024,CUS_7371,CUS_7371-1,iPhone 15,Technical Support,266,Agent_013,screen related call. Customer experiencing green tint appearing. Suggested tested in safe mode as per protocol. resolved. Customer feedback: unsatisfied.
3/28/2024,CUS_6643,CUS_6643-1,Galaxy S24,Technical Support,405,Agent_014,Customer reached out regarding camera not working properly - front camera not working. Provided troubleshooting steps: factory reset device. resolved. Note: customer seemed satisfied.
3/28/2024,CUS_1056,CUS_1056-1,iPhone 15,Technical Support,780,Agent_005,"Cust called about screen issues. Says half the screen not responding. Walked through adjusted touch sensitivity. resolved, customer unsatisfied with result."
3/28/2024,CUS_9109,CUS_9109-1,iPhone 15,Technical Support,790,Agent_008,"Cust called about screen issues. Says green tint appearing. Walked through checked for physical damage. resolved, customer somewhat satisfied with result."
3/29/2024,CUS_2743,CUS_2743-1,iPhone 15,Technical Support,195,Agent_020,Customer reached out regarding screen not working properly - dead pixels spreading. Provided troubleshooting steps: tested in safe mode. resolved. Note: customer seemed satisfied.
3/29/2024,CUS_5570,CUS_5570-1,iPhone 15,Technical Support,805,Agent_020,Incoming call - screen problems. Customer reported green tint appearing. Had them try updated display drivers. Issue escalated but customer was unsatisfied.
3/30/2024,CUS_4775,CUS_4775-1,iPhone 15,Technical Support,648,Agent_012,Customer reached out regarding screen not working properly - screen flickers constantly. Provided troubleshooting steps: checked for screen protector issues. partially resolved. Note: customer seemed unsatisfied.
3/31/2024,CUS_4464,CUS_4464-1,Pixel 8,Technical Support,587,Agent_019,Customer reached out regarding camera not working properly - won't focus at all. Provided troubleshooting steps: restored default camera config. escalated. Note: customer seemed satisfied.
3/31/2024,CUS_2650,CUS_2650-1,iPhone 15,Technical Support,170,Agent_002,Incoming call - screen problems. Customer reported green tint appearing. Had them try tested different brightness levels. Issue escalated but customer was somewhat satisfied.
4/1/2024,CUS_4105,CUS_4105-1,Galaxy S23,Technical Support,326,Agent_006,Incoming call - battery problems. Customer reported shows incorrect battery percentage. Had them try checked for rogue apps. Issue resolved but customer was satisfied.
4/1/2024,CUS_5156,CUS_5156-1,iPhone 15,Technical Support,555,Agent_004,Incoming call - screen problems. Customer reported green tint appearing. Had them try tested different brightness levels. Issue escalated but customer was satisfied.
4/2/2024,CUS_7730,CUS_7730-1,Galaxy S24,Technical Support,148,Agent_010,Customer service call about battery. Main complaint: shuts down randomly at 50%. Walked them through disabled location services. Status: unresolved. Customer was unsatisfied with support.
4/3/2024,CUS_8994,CUS_8994-1,iPhone 15,Technical Support,142,Agent_012,Incoming call - screen problems. Customer reported weird lines across display. Had them try tested in safe mode. Issue resolved but customer was unsatisfied.
4/3/2024,CUS_8048,CUS_8048-1,iPhone 15,Technical Support,674,Agent_013,Customer reached out regarding screen not working properly - half the screen not responding. Provided troubleshooting steps: tested in safe mode. escalated. Note: customer seemed somewhat satisfied.
4/3/2024,CUS_5241,CUS_5241-1,iPhone 15,Technical Support,838,Agent_009,Customer service call about screen. Main complaint: weird lines across display. Walked them through removed recently installed apps. Status: unresolved. Customer was unsatisfied with support.
4/4/2024,CUS_9155,CUS_9155-1,iPhone 15,Technical Support,149,Agent_004,Customer service call about screen. Main complaint: screen flickers constantly. Walked them through tested different brightness levels. Status: escalated. Customer was unsatisfied with support.
4/4/2024,CUS_7436,CUS_7436-1,iPhone 14,Technical Support,558,Agent_003,Customer service call about screen. Main complaint: dead pixels spreading. Walked them through tested in safe mode. Status: escalated. Customer was satisfied with support.
4/4/2024,CUS_4281,CUS_4281-1,iPhone 14,Technical Support,825,Agent_007,"Cust called about camera issues. Says front camera not working. Walked through disabled and re-enabled camera. partially resolved, customer satisfied with result."
4/5/2024,CUS_3249,CUS_3249-1,Galaxy S24,Technical Support,171,Agent_006,Customer service call about battery. Main complaint: dies within an hour. Walked them through disabled location services. Status: escalated. Customer was unsatisfied with support.
4/5/2024,CUS_6043,CUS_6043-1,iPhone 15,Technical Support,201,Agent_003,screen related call. Customer experiencing touch sensitivity issues. Suggested reset touch calibration as per protocol. escalated. Customer feedback: somewhat satisfied.
4/6/2024,CUS_2509,CUS_2509-1,iPhone 15,Technical Support,250,Agent_004,"Cust called about screen issues. Says screen flickers constantly. Walked through updated display drivers. partially resolved, customer satisfied with result."
4/6/2024,CUS_3572,CUS_3572-1,iPhone 14,Technical Support,328,Agent_007,Incoming call - battery problems. Customer reported draining extremely fast. Had them try reset power management. Issue escalated but customer was satisfied.
4/6/2024,CUS_5689,CUS_5689-1,iPhone 15,Technical Support,149,Agent_002,Customer reached out regarding screen not working properly - dead pixels spreading. Provided troubleshooting steps: checked for physical damage. unresolved. Note: customer seemed satisfied.
4/7/2024,CUS_3960,CUS_3960-1,iPhone 14,Technical Support,612,Agent_016,battery related call. Customer experiencing not detecting charger. Suggested disabled location services as per protocol. unresolved. Customer feedback: somewhat satisfied.
4/8/2024,CUS_2307,CUS_2307-1,iPhone 15,Technical Support,160,Agent_004,Customer reached out regarding screen not working properly - screen flickers constantly. Provided troubleshooting steps: checked for screen protector issues. partially resolved. Note: customer seemed unsatisfied.
4/8/2024,CUS_4176,CUS_4176-1,iPhone 15,Technical Support,222,Agent_016,Customer reached out regarding screen not working properly - touch sensitivity issues. Provided troubleshooting steps: tested different brightness levels. unresolved. Note: customer seemed unsatisfied.
4/8/2024,CUS_9915,CUS_9915-1,Pixel 8,Technical Support,592,Agent_019,camera related call. Customer experiencing front camera not working. Suggested reset camera settings as per protocol. escalated. Customer feedback: satisfied.
4/9/2024,CUS_6362,CUS_6362-1,Galaxy S24,Technical Support,387,Agent_016,Customer reached out regarding camera not working properly - photos extremely blurry. Provided troubleshooting steps: reset camera settings. unresolved. Note: customer seemed unsatisfied.
4/9/2024,CUS_6947,CUS_6947-1,Pixel 8,Technical Support,666,Agent_008,Customer service call about camera. Main complaint: making clicking noise when opening app. Walked them through restored default camera config. Status: escalated. Customer was somewhat satisfied with support.
4/10/2024,CUS_4221,CUS_4221-1,Galaxy S24,Technical Support,277,Agent_010,Customer service call about battery. Main complaint: draining extremely fast. Walked them through turned off background refresh. Status: unresolved. Customer was somewhat satisfied with support.
4/10/2024,CUS_5686,CUS_5686-1,iPhone 15,Technical Support,160,Agent_016,Incoming call - screen problems. Customer reported weird lines across display. Had them try removed recently installed apps. Issue resolved but customer was satisfied.
4/11/2024,CUS_2157,CUS_2157-1,iPhone 15,Technical Support,729,Agent_016,Incoming call - screen problems. Customer reported screen flickers constantly. Had them try adjusted touch sensitivity. Issue unresolved but customer was unsatisfied.
4/11/2024,CUS_9460,CUS_9460-1,iPhone 15,Technical Support,890,Agent_008,screen related call. Customer experiencing ghost touches happening. Suggested adjusted touch sensitivity as per protocol. resolved. Customer feedback: unsatisfied.
4/11/2024,CUS_5843,CUS_5843-1,Pixel 8,Technical Support,266,Agent_020,"Cust called about camera issues. Says camera app keeps crashing. Walked through verified third-party app conflicts. escalated, customer somewhat satisfied with result."
4/12/2024,CUS_3488,CUS_3488-1,iPhone 15,Technical Support,392,Agent_011,"Cust called about screen issues. Says touch really inconsistent. Walked through adjusted touch sensitivity. resolved, customer satisfied with result."
